,Date,Open,High,Low,Close,Adj Close,Volume
0,2010-01-04,7.622499942779541,7.660714149475098,7.585000038146973,7.643214225769043,6.496294021606445,493729600
1,2010-01-05,7.664286136627197,7.699643135070801,7.6160712242126465,7.656428813934326,6.507526874542236,601904800
2,2010-01-06,7.656428813934326,7.68678617477417,7.526785850524902,7.534643173217773,6.404015064239502,552160000
3,2010-01-07,7.5625,7.5714287757873535,7.466071128845215,7.520713806152344,6.392174243927002,477131200
4,2010-01-08,7.510714054107666,7.5714287757873535,7.466429233551025,7.570713996887207,6.43467378616333,447610800
5,2010-01-11,7.599999904632568,7.607142925262451,7.444643020629883,7.503929138183594,6.3779096603393555,462229600
6,2010-01-12,7.471070766448975,7.491786003112793,7.372142791748047,7.4185709953308105,6.305360794067383,594459600
7,2010-01-13,7.423929214477539,7.533214092254639,7.289286136627197,7.523213863372803,6.394300937652588,605892000
8,2010-01-14,7.503929138183594,7.5164289474487305,7.465000152587891,7.479642868041992,6.357268333435059,432894000
9,2010-01-15,7.533214092254639,7.557143211364746,7.352499961853027,7.354642868041992,6.251023292541504,594067600
10,2010-01-19,7.440357208251953,7.685357093811035,7.401429176330566,7.679999828338623,6.527560234069824,730007600
11,2010-01-20,7.675356864929199,7.698214054107666,7.482142925262451,7.56178617477417,6.427083969116211,612152800
12,2010-01-21,7.574285984039307,7.618214130401611,7.400356769561768,7.431070804595947,6.315986156463623,608154400
13,2010-01-22,7.385000228881836,7.410714149475098,7.041429042816162,7.0625,6.002719402313232,881767600
14,2010-01-25,7.232500076293945,7.310713768005371,7.1496429443359375,7.252500057220459,6.164209842681885,1065699600
15,2010-01-26,7.3553571701049805,7.632500171661377,7.235000133514404,7.355000019073486,6.251328945159912,1867110000
16,2010-01-27,7.387499809265137,7.520713806152344,7.126070976257324,7.424285888671875,6.310218811035156,1722568400
17,2010-01-28,7.318929195404053,7.339285850524902,7.096428871154785,7.117499828338623,6.049466133117676,1173502400
18,2010-01-29,7.181428909301758,7.221428871154785,6.794642925262451,6.859285831451416,5.829999923706055,1245952400
19,2010-02-01,6.870357036590576,7.0,6.8321428298950195,6.9546427726745605,5.911048889160156,749876400
20,2010-02-02,6.996786117553711,7.0114288330078125,6.906428813934326,6.994999885559082,5.945349216461182,698342400
21,2010-02-03,6.9703569412231445,7.150000095367432,6.943571090698242,7.115356922149658,6.0476460456848145,615328000
22,2010-02-04,7.026071071624756,7.0846428871154785,6.841785907745361,6.85892915725708,5.829695224761963,757652000
23,2010-02-05,6.879642963409424,7.0,6.816071033477783,6.980713844299316,5.9332075119018555,850306800
24,2010-02-08,6.98892879486084,7.067142963409424,6.9285712242126465,6.932857036590576,5.89253044128418,478270800
25,2010-02-09,7.014999866485596,7.0535712242126465,6.955357074737549,7.006785869598389,5.955367088317871,632886800
26,2010-02-10,6.996070861816406,7.021429061889648,6.937857151031494,6.968571186065674,5.922887802124023,370361600
27,2010-02-11,6.960000038146973,7.1339287757873535,6.930714130401611,7.0953569412231445,6.030647277832031,550345600
28,2010-02-12,7.075356960296631,7.2014288902282715,6.982142925262451,7.156428813934326,6.082553863525391,655468800
29,2010-02-16,7.2121429443359375,7.2746429443359375,7.197143077850342,7.264286041259766,6.174226760864258,543737600
30,2010-02-17,7.292500019073486,7.296785831451416,7.1735711097717285,7.23392915725708,6.148426055908203,436396800
31,2010-02-18,7.201070785522461,7.28178596496582,7.175714015960693,7.247499942779541,6.159959316253662,422825200
32,2010-02-19,7.209286212921143,7.257143020629883,7.182499885559082,7.202499866485596,6.121711730957031,415469600
33,2010-02-22,7.226428985595703,7.232142925262451,7.11392879486084,7.1578569412231445,6.083766937255859,390563600
34,2010-02-23,7.142857074737549,7.190357208251953,6.989643096923828,7.0378570556640625,5.981775760650635,575094800
35,2010-02-24,7.0796427726745605,7.194285869598389,7.065713882446289,7.166429042816162,6.091054439544678,460566400
36,2010-02-25,7.049285888671875,7.244999885559082,7.03178596496582,7.214285850524902,6.131730079650879,665126000
37,2010-02-26,7.2278571128845215,7.327499866485596,7.214285850524902,7.307857036590576,6.211258888244629,507460800
38,2010-03-01,7.348214149475098,7.482142925262451,7.337500095367432,7.463929176330566,6.343911647796631,550093600
39,2010-03-02,7.497499942779541,7.5296430587768555,7.419285774230957,7.458929061889648,6.339661598205566,566546400
40,2010-03-03,7.4621429443359375,7.495357036590576,7.42642879486084,7.476070880889893,6.3542327880859375,372052800
41,2010-03-04,7.474286079406738,7.5328569412231445,7.451070785522461,7.525356769561768,6.396122455596924,366041200
42,2010-03-05,7.67642879486084,7.846428871154785,7.6653571128845215,7.819643020629883,6.646247863769531,899620400
43,2010-03-08,7.857500076293945,7.86035680770874,7.794642925262451,7.824285984039307,6.650195598602295,429889600
44,2010-03-09,7.796785831451416,8.035714149475098,7.78178596496582,7.965000152587891,6.769793510437012,920259200
45,2010-03-10,7.993928909301758,8.052857398986816,7.971428871154785,8.029999732971191,6.825040340423584,596218000
46,2010-03-11,7.996786117553711,8.053570747375488,7.975714206695557,8.053570747375488,6.845071792602539,405700400
47,2010-03-12,8.120356559753418,8.133213996887207,8.0625,8.092857360839844,6.878464698791504,416323600
48,2010-03-15,8.049285888671875,8.053570747375488,7.8660712242126465,7.994286060333252,6.794684410095215,493502800
49,2010-03-16,8.006428718566895,8.03499984741211,7.946785926818848,8.016071319580078,6.813201904296875,446908000
50,2010-03-17,8.032142639160156,8.087499618530273,7.973928928375244,8.00428581237793,6.8031840324401855,450956800
51,2010-03-18,8.003570556640625,8.035714149475098,7.950356960296631,8.023214340209961,6.819272518157959,342109600
52,2010-03-19,8.028214454650879,8.044285774230957,7.901071071624756,7.9375,6.746420860290527,559445600
53,2010-03-22,7.873929023742676,8.071429252624512,7.862500190734863,8.026785850524902,6.822307109832764,456419600
54,2010-03-23,8.058570861816406,8.170714378356934,8.003570556640625,8.15571403503418,6.931888103485107,602431200
55,2010-03-24,8.130000114440918,8.221428871154785,8.125356674194336,8.19178581237793,6.962549209594727,597780400
56,2010-03-25,8.247142791748047,8.248929023742676,8.08035659790039,8.094642639160156,6.879983425140381,542284400
57,2010-03-26,8.176786422729492,8.283928871154785,8.162500381469727,8.246429443359375,7.008993148803711,640875200
58,2010-03-29,8.321429252624512,8.352499961853027,8.272143363952637,8.299642562866211,7.054222583770752,540744400
59,2010-03-30,8.449999809265137,8.481429100036621,8.366070747375488,8.423213958740234,7.1592512130737305,527310000
60,2010-03-31,8.410357475280762,8.450357437133789,8.373571395874023,8.39285659790039,7.13344669342041,430659600
